fish_system_model_0_tail_frequency,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
7.197192096203846035e-01,1.003312627685338132e+00,1.715242256233281193e+00,1.720924215218341491e+00
