fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
9.627653505276416723e-01,2.504612784418394633e-01,6.988671429657409284e-01,2.877747941786722663e+00,2.011163482252028345e+00
