fish_system_model_0_tail_frequency,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
3.497600000000000153e-01,9.823409520202167622e-01,3.133192085701286822e-01,3.077862896330010867e-01
