fish_system_model_0_tail_frequency,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
3.836548892320645332e-01,8.817425954380008202e-01,3.531147168375401990e-01,3.113562869116874299e-01
