fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
1.431218062469099106e+00,2.135468200194955979e-01,7.102740159579252754e-01,6.928344350735819113e+00,4.921022965936534099e+00
