fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
9.557589064629987696e-01,2.357604124416179669e-01,7.100672105885559304e-01,2.515185982383932206e+00,1.785951094622795665e+00
