fish_system_model_0_tail_frequency,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
3.653850844141503518e-01,8.898637243977379763e-01,3.684251110356794312e-01,3.278481414678598438e-01
