fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
9.606293762954619675e-01,2.515755439180336062e-01,6.988076144638362130e-01,2.876939716095376909e+00,2.010427379960876504e+00
