fish_system_model_0_tail_frequency,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
7.499239276970653956e-01,9.011160755145474210e-01,1.426545526943209685e+00,1.285483106781897256e+00
