fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
9.476161027323348751e-01,2.309668624877244114e-01,7.208792719463618104e-01,2.457927600044055527e+00,1.771869058816627041e+00
