fish_system_model_0_tail_frequency,fish_system_model_1_tail_frequency,fish_system_model_2_tail_frequency,fish_system_model_3_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_1_amplitude_max,fish_system_model_2_amplitude_max,fish_system_model_3_theta_max,efficiency_0,efficiency_1,efficiency_2,efficiency_3,panel_total_power_0,panel_total_power_1,panel_total_power_2,panel_total_power_3,thrust_power_0,thrust_power_1,thrust_power_2,thrust_power_3
4.305031165711836194e-01,8.106887156953732632e-01,1.139868280824618330e+00,1.729775355726827502e-01,4.032082226857101881e-02,3.909980432204981232e-02,4.303566107016892905e-02,1.970416145092661053e-01,8.608284531106268345e-01,8.779922832224335005e-01,8.913014448868029627e-01,3.445391805107964611e-01,2.732519528686022658e-01,1.516008232735038375e+00,4.120936505396484151e+00,6.954554751320056738e-01,2.352230558973367747e-01,1.331043529643042733e+00,3.672996661546659158e+00,2.396116594837278124e-01
