fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
1.603440619634098896e+00,2.203363990537342831e-01,6.992530578748289427e-01,1.030285594022522488e+01,7.204303521046334424e+00
