fish_system_model_0_tail_frequency,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
1.087192240026336298e+00,9.220529477595257317e-01,3.745016097943580036e+00,3.453103132515754403e+00
