fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
4.824020382602947077e-01,2.611577495341028121e-01,6.917579662477196800e-01,4.505706009702032389e-01,3.116858025781606423e-01
