fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
1.603440619634136421e+00,2.203363990537238470e-01,6.992530578748297199e-01,1.030285594022524798e+01,7.204303521046358405e+00
