fish_system_model_0_tail_frequency,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power,fish_system_model_1_tail_frequency,fish_system_model_1_efficiency,fish_system_model_1_panel_total_power,fish_system_model_1_thrust_power,fish_system_model_2_tail_frequency,fish_system_model_2_efficiency,fish_system_model_2_panel_total_power,fish_system_model_2_thrust_power
3.509938514984338176e-01,9.679085196600938357e-01,3.154989370183325370e-01,3.053741090837474026e-01,8.426232499215182692e-01,9.043264746379324759e-01,1.914823410711154805e+00,1.731625504562600337e+00,1.031459484072708266e+00,1.022341680091044980e+00,4.635028092552779810e+00,4.738582407409600350e+00
