fish_system_model_0_tail_frequency,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
4.666851896476581496e-01,8.428057039095635528e-01,2.793318710123445237e-01,2.354224941729344267e-01
