fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
1.118298335140876620e+00,2.430200930802525194e-01,6.988750404240756664e-01,4.228004970622407654e+00,2.954847144756928223e+00
