fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
3.229888684428858237e-01,3.269200438417576571e-01,6.977322557354747046e-01,1.851173744148957301e-01,1.291623632263336485e-01
