fish_system_model_0_tail_frequency,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power,fish_system_model_1_tail_frequency,fish_system_model_1_efficiency,fish_system_model_1_panel_total_power,fish_system_model_1_thrust_power,fish_system_model_2_tail_frequency,fish_system_model_2_efficiency,fish_system_model_2_panel_total_power,fish_system_model_2_thrust_power,fish_system_model_3_tail_frequency,fish_system_model_3_theta_max,fish_system_model_3_efficiency,fish_system_model_3_panel_total_power,fish_system_model_3_thrust_power
3.412699924734580725e-01,8.764046765170970810e-01,3.591502755089889809e-01,3.147609810284817677e-01,7.132686864338507737e-01,9.827296756322754234e-01,1.760993643380418971e+00,1.730580711949738060e+00,1.085286303077352521e+00,9.514718686730770925e-01,4.991749920544726216e+00,4.749509624849374667e+00,2.461381292589295278e-01,1.323486990383959394e-01,1.242816831187876225e-01,2.534712934320453304e+00,3.150183897003069333e-01
