fish_system_model_0_tail_frequency,fish_system_model_1_tail_frequency,fish_system_model_2_tail_frequency,fish_system_model_3_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_1_amplitude_max,fish_system_model_2_amplitude_max,fish_system_model_3_theta_max,efficiency_0,efficiency_1,efficiency_2,efficiency_3,panel_total_power_0,panel_total_power_1,panel_total_power_2,panel_total_power_3,thrust_power_0,thrust_power_1,thrust_power_2,thrust_power_3
5.319952642160751255e-01,1.000138456841595636e+00,1.492977282375543169e+00,1.853049403456802358e-01,1.741591368189899791e-01,7.514055051505273974e-01,8.244087402268966969e-01,8.235656985892620963e-01,3.817767152880257031e-01,3.117131475026246878e-01,1.621399816196831711e+00,4.458055033605628381e+00,6.276224732444439791e-01,2.342229750612705719e-01,1.336696179874951929e+00,3.671501208100795388e+00,2.396116462762106214e-01
