fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
3.035155695572230306e-01,3.751727621274998370e-01,6.918777146755139551e-01,1.862986337815153992e-01,1.288958729879253751e-01
