fish_system_model_0_tail_frequency,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power,fish_system_model_1_tail_frequency,fish_system_model_1_efficiency,fish_system_model_1_panel_total_power,fish_system_model_1_thrust_power,fish_system_model_2_tail_frequency,fish_system_model_2_efficiency,fish_system_model_2_panel_total_power,fish_system_model_2_thrust_power,fish_system_model_3_tail_frequency,fish_system_model_3_theta_max,fish_system_model_3_efficiency,fish_system_model_3_panel_total_power,fish_system_model_3_thrust_power
3.486427008927788229e-01,9.094327985469644604e-01,3.493035809192753804e-01,3.176681331378926609e-01,7.406634793847625131e-01,9.418339545252768508e-01,1.876557323495684493e+00,1.767405404881309705e+00,1.065539949308479617e+00,1.038243362362271771e+00,4.676374766923165005e+00,4.855215061676392274e+00,2.524092412899476279e-01,1.097020705791668521e-01,2.085199642362865757e-01,1.537194248997195922e+00,3.205356898251207065e-01
