fish_system_model_0_tail_frequency,fish_system_model_1_tail_frequency,fish_system_model_2_tail_frequency,fish_system_model_3_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_1_amplitude_max,fish_system_model_2_amplitude_max,fish_system_model_3_theta_max,efficiency_0,efficiency_1,efficiency_2,efficiency_3,panel_total_power_0,panel_total_power_1,panel_total_power_2,panel_total_power_3,thrust_power_0,thrust_power_1,thrust_power_2,thrust_power_3
5.473806481173465466e-01,8.688474355933720750e-01,1.278679462281312684e+00,2.006326273416789430e-01,1.532414475462651193e-01,8.018264271397406162e-01,8.565204213094208541e-01,8.607036782685522081e-01,4.174559340467099422e-01,2.945162903404875965e-01,1.558317268778417919e+00,4.248214616240765906e+00,5.739897648166909505e-01,2.361509448181636772e-01,1.334730563587836594e+00,3.656453946272653077e+00,2.396154334048030965e-01
