fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
1.286228250388370631e+00,2.318613590233647992e-01,6.991490187571005599e-01,5.901285488185196826e+00,4.125877958470197449e+00
