fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
4.805365600608303422e-01,2.998000444041388213e-01,6.980743641899878060e-01,5.095429512165658981e-01,3.556988716979942455e-01
