fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
8.063706176726985753e-01,2.603696800054206006e-01,6.987915415495377092e-01,1.835666607086164248e+00,1.282748298136750176e+00
