fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
6.434188539096969972e-01,2.762267259637521399e-01,6.985273289861668733e-01,1.045319611276630534e+00,7.301843160019229062e-01
