fish_system_model_0_tail_frequency,fish_system_model_1_tail_frequency,fish_system_model_2_tail_frequency,fish_system_model_3_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_1_amplitude_max,fish_system_model_2_amplitude_max,fish_system_model_3_theta_max,efficiency_0,efficiency_1,efficiency_2,efficiency_3,panel_total_power_0,panel_total_power_1,panel_total_power_2,panel_total_power_3,thrust_power_0,thrust_power_1,thrust_power_2,thrust_power_3
4.863841716806684978e-01,8.467007252694142005e-01,1.208721641878619746e+00,1.772437822920500394e-01,1.881586823091000171e-01,8.335489734438956688e-01,8.785662861153037406e-01,8.981342951306858780e-01,3.584830625421479011e-01,2.828026671734814590e-01,1.517266239537619743e+00,4.046226262730741929e+00,6.673974598322206520e-01,2.357298729096511669e-01,1.333018965118699439e+00,3.634054572416944406e+00,2.392506853335046035e-01
