fish_system_model_0_tail_frequency,fish_system_model_0_amplitude_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
1.458416509016883467e+00,2.208756639707152025e-01,6.993342077044545357e-01,7.877203511663232405e+00,5.508797876755752831e+00
