fish_system_model_0_tail_frequency,fish_system_model_0_theta_max,fish_system_model_0_efficiency,fish_system_model_0_panel_total_power,fish_system_model_0_thrust_power
2.178245115967518963e-01,2.617993877991494078e-01,4.439368160090249871e-02,7.378054827543962801e+00,3.275390168479883068e-01
